SARO NUMBER,AMOUNT,APPROVED DATE,RELEASED DATE,DEPARTMENT,AGENCY,OPERATING UNIT,PURPOSE,REMARKS
SARO-ROI-20-0004044,"1,322,000.00",03/24/2020 15:48:36,03/26/2020 10:03:14,08 - State Universities and Colleges (SUCs),011 - Mariano Marcos State University,0000000 - Mariano Marcos State University,To cover the RLIP requirements of the 1st tranche compensation adjustments for FY 2020.,
SARO-ROI-20-0004043,"12,973,000.00",03/24/2020 15:47:46,03/26/2020 10:03:14,08 - State Universities and Colleges (SUCs),011 - Mariano Marcos State University,0000000 - Mariano Marcos State University,"To cover the requirements of the 1st tranche compensation adjustments for FY 2020 pursuant to R.A. No. 11466 dated January 8, 2020 as implemented by NBC No. 579 dated January 24, 2020.",
SARO-ROI-20-0004042,"1,207,000.00",03/24/2020 15:36:44,03/26/2020 10:03:14,08 - State Universities and Colleges (SUCs),014 - University of Northern Philippines,0000000 - University of Northern Philippines,To cover the RLIP requirements of the 1st tranche compensation adjustments for FY 2020.,
SARO-ROI-20-0004041,"11,849,000.00",03/24/2020 15:35:34,03/26/2020 10:03:14,08 - State Universities and Colleges (SUCs),014 - University of Northern Philippines,0000000 - University of Northern Philippines,"To cover the requirements of the 1st tranche compensation adjustments for FY 2020 pursuant to R.A. No. 11466 dated January 8, 2020 as implemented by NBC No. 579 dated January 24, 2020.",
SARO-ROI-20-0004040,"202,000.00",03/24/2020 15:34:27,03/26/2020 10:03:14,08 - State Universities and Colleges (SUCs),012 - North Luzon Philippines State College,0000000 - North Luzon Philippines State College,To cover the RLIP requirements of the 1st tranche compensation adjustments for FY 2020.,
SARO-ROI-20-0004039,"1,987,000.00",03/24/2020 15:33:30,03/26/2020 10:03:14,08 - State Universities and Colleges (SUCs),012 - North Luzon Philippines State College,0000000 - North Luzon Philippines State College,"To cover the requirements of the 1st tranche compensation adjustments for FY 2020 pursuant to R.A. No. 11466 dated January 8, 2020 as implemented by NBC No. 579 dated January 24, 2020.",
SARO-ROI-20-0004038,"1,607,000.00",03/24/2020 15:32:20,03/26/2020 10:03:14,08 - State Universities and Colleges (SUCs),013 - Pangasinan State University,0000000 - Pangasinan State University,To cover the RLIP requirements of the 1st tranche compensation adjustments for FY 2020.,
SARO-ROI-20-0004037,"15,770,000.00",03/24/2020 15:30:59,03/26/2020 10:03:14,08 - State Universities and Colleges (SUCs),013 - Pangasinan State University,0000000 - Pangasinan State University,"To cover the requirements of the 1st tranche compensation adjustments for FY 2020 pursuant to R.A. No. 11466 dated January 8, 2020 as implemented by NBC No. 579 dated January 24, 2020.",
SARO-ROVIII-20-0004036,"22,000.00",03/24/2020 15:01:59,03/25/2020 14:47:02,07 - Department of Education (DepEd),001 - Office of the Secretary,0908378 - Lalawigan National High School,To cover RLIP requirements for the 1st Tranche Compensation Adjustment pursuant to RA No. 11466 and NBC No. 579,
SARO-ROVIII-20-0004034,"215,000.00",03/24/2020 15:01:20,03/25/2020 14:47:02,07 - Department of Education (DepEd),001 - Office of the Secretary,0908378 - Lalawigan National High School,"To cover the 1st Tranche Compensation Adjustment for civilian personnel including related costs, as authorized under RA No. 11466 and NBC No. 579",
SARO-ROVIII-20-0004033,"69,000.00",03/24/2020 15:00:24,03/25/2020 14:47:39,07 - Department of Education (DepEd),001 - Office of the Secretary,0908376 - Eastern Samar National Comprehensive High School,To cover RLIP requirements for the 1st tranche compensation adjustment pursuant to RA No. 11466 and NBC No. 579,
SARO-ROVI-20-0004032,"35,664.00",03/24/2020 15:00:23,03/24/2020 16:30:44,07 - Department of Education (DepEd),001 - Office of the Secretary,0906051 - New Washington National Comprehensive High School,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVIII-20-0004031,"679,000.00",03/24/2020 14:59:16,03/25/2020 14:47:39,07 - Department of Education (DepEd),001 - Office of the Secretary,0908376 - Eastern Samar National Comprehensive High School,"To cover the 1st tranche compensation adjustment for civilian personnel including related costs, as authorized under RA No. 11466 and NBC No. 579",
SARO-ROVIII-20-0004030,"445,000.00",03/24/2020 14:58:09,03/25/2020 14:48:20,07 - Department of Education (DepEd),001 - Office of the Secretary,0808008 - Division of Borongan City,To cover RLIP requirements for the 1st Tranche Compensation Adjustment pursuant to RA No. 11466 and NBC No. 579,
SARO-ROVIII-20-0004029,"4,371,000.00",03/24/2020 14:57:12,03/25/2020 14:48:20,07 - Department of Education (DepEd),001 - Office of the Secretary,0808008 - Division of Borongan City,"To cover the 1st Tranche compensation Adjustment for civilian personnel including related costs, as authorized under RA No. 11466 and NBC No. 579",
SARO-ROX-20-0004028,"1,189,101.00",03/24/2020 14:44:47,03/25/2020 09:30:16,08 - State Universities and Colleges (SUCs),091 - Central Mindanao University,0000000 - Central Mindanao University,To cover payment for terminal leave benefits of retired employees per attached List of Actual Retirees To Be Paid (Annex B).,
SARO-ROVI-20-0004026,"351,280.00",03/24/2020 14:19:33,03/24/2020 16:30:44,07 - Department of Education (DepEd),001 - Office of the Secretary,0906051 - New Washington National Comprehensive High School,Release of allotment to cover the first tranche of compensation adjustment (Regular PS) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004025,"6,080.00",03/24/2020 14:19:11,03/24/2020 16:30:44,07 - Department of Education (DepEd),001 - Office of the Secretary,0906026 - Daja Sur National High School,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004024,"59,946.00",03/24/2020 14:18:38,03/24/2020 16:30:44,07 - Department of Education (DepEd),001 - Office of the Secretary,0906026 - Daja Sur National High School,Release of allotment to cover the first tranche of compensation adjustment (Regular PS) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-BMB-A-20-0004023,"256,619.00",03/24/2020 13:56:20,03/30/2020 15:02:10,21 - Department of Tourism (DOT),002 - Intramuros Administration,0000000 - Intramuros Administration,"To cover payment of the Terminal Leave Benefits of Mrs. Marietta V. Allaga and Mr. Aurelio A. Naval, Jr., compulsory retirees per Attachment 1.",
SARO-ROVI-20-0004022,"20,575.00",03/24/2020 13:53:21,03/24/2020 16:30:44,07 - Department of Education (DepEd),001 - Office of the Secretary,0906042 - Makato Integrated School,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004021,"202,833.00",03/24/2020 13:21:03,03/24/2020 16:30:44,07 - Department of Education (DepEd),001 - Office of the Secretary,0906042 - Makato Integrated School,Release of allotment to cover the first tranche of compensation adjustment (Regular PS) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004020,"41,541.00",03/24/2020 13:20:19,03/24/2020 16:30:44,07 - Department of Education (DepEd),001 - Office of the Secretary,0906002 - Aklan National High School for Arts and Trades,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004019,"409,024.00",03/24/2020 13:19:54,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,0906002 - Aklan National High School for Arts and Trades,Release of allotment to cover the first tranche of compensation adjustment (Regular PS) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004018,"16,636.00",03/24/2020 13:19:14,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,"0906001 - Aguinaldo Repdiedad, Sr. Integrated School",Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004017,"164,006.00",03/24/2020 13:14:19,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,"0906001 - Aguinaldo Repdiedad, Sr. Integrated School",Release of allotment to cover the first tranche of compensation adjustment (Regular PS) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004016,"11,627.00",03/24/2020 13:13:44,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,0906038 - Linayasan National High School,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004015,"114,554.00",03/24/2020 13:13:18,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,0906038 - Linayasan National High School,Release of allotment to cover the first tranche of compensation adjustment (Regular PS) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVIII-20-0004014,"135,000.00",03/24/2020 12:54:36,03/25/2020 14:45:05,07 - Department of Education (DepEd),001 - Office of the Secretary,0908366 - Baybay National High School,To cover RLIP requirements for the 1st tranche compensation adjustment pursuant to RA. No. 11466 and NBC No. 579,
SARO-ROVIII-20-0004013,"1,333,000.00",03/24/2020 12:53:54,03/25/2020 14:45:05,07 - Department of Education (DepEd),001 - Office of the Secretary,0908366 - Baybay National High School,"To cover the 1st tranche compensation adjustment for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579",
SARO-ROVIII-20-0004012,"605,000.00",03/24/2020 12:53:06,03/25/2020 14:46:02,07 - Department of Education (DepEd),001 - Office of the Secretary,0808007 - Division of Baybay City,To cover RLIP requirements for the 1st tranche compensation adjustment pursuant to RA. No. 11466 and NBC No. 579,
SARO-ROVIII-20-0004011,"5,964,000.00",03/24/2020 12:51:55,03/25/2020 14:46:02,07 - Department of Education (DepEd),001 - Office of the Secretary,0808007 - Division of Baybay City,"To cover the 1st tranche compensation adjustment for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579",
SARO-ROIVB-20-0004010,"195,846.00",03/24/2020 12:43:50,04/02/2020 21:26:49,08 - State Universities and Colleges (SUCs),047 - Romblon State University,0000000 - Romblon State University,"To cover payment of Terminal Leave Benefit of Ms. Delia R. Gabo, former Administrative Officer V/Supply Officer of Romblon State University.",
SARO-ROVI-20-0004009,"17,485.00",03/24/2020 12:21:47,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,0906069 - Union National High School,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004008,"172,237.00",03/24/2020 12:21:26,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,0906069 - Union National High School,Release of allotment to cover the first tranche of compensation adjustment (Regular PS) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004007,"15,643.00",03/24/2020 12:20:23,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,0906068 - Unidos National High School,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004006,"154,152.00",03/24/2020 12:19:57,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,0906068 - Unidos National High School,Release of allotment to cover the first tranche of compensation adjustment (Regular PS) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004005,"11,660.00",03/24/2020 12:19:12,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,0906067 - Torralba National High School,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004004,"114,888.00",03/24/2020 12:18:47,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,0906067 - Torralba National High School,Release of allotment to cover the first tranche of compensation adjustment (Regular PS) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0004003,"25,717.00",03/24/2020 12:09:57,03/24/2020 16:29:32,07 - Department of Education (DepEd),001 - Office of the Secretary,0906066 - Toledo National High School,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
